Property Type,Status,Curr List Price,Street Name,Street Type,Zip,County,Area,Baths,Beds,SqFt,Fin SqFt,Total SqFt,PSF,PSF Fin,Car Storage,Spaces,Description,Bsmt Size,Bsmt SqFt,Upper Beds,Fireplaces,Type,Near By,Style,Construction,Roofing,Year Built,Elementary,Junior High,Senior High,School District,Zoned,Terms,Addl Terms,Earnest Ck To,Min Earnest,Possession,Exclusions,Buyers Agency,Trans Br,Var Comm,LTD Srvc,Exclusive Agency,Legal,Taxes,EW Direction,EW#,NS Direction,NS#,Heat,Sewer,Water,Acres,Lot Size,Curr DOM,Total DOM,Orig List Price,Name,Listing Office,Sold Price,Concession Amt,Seller Type,Entered By,Entered Where,Internet Ads,Photo Count,Latitude,Longitude
Res,S,273000,HYACINTH,Ln,80129,DOUG,DHL,3,3,1488,1488,2064,181.79,181.79,"Garage,Attached",2,"Air Cond-Central,Ceiling Fan,Cable Installed,Deck,Disposal,Dishwasher,Fence,Garage Dr,Mstr Bathroom,Master Suite,Newer Paint,Pool Community,Pet Free,Quick Poss,Smoke Alarm,Smoke Free,Stove/Range/Ovn,Vaulted Ceiling,Wndw Cover",Partial,576,3,0,Detach Singl Fam,,Two Story,Frame/Brick,Composition,1994,Coyote Creek             ,Ranch View               ,Thunderridge             ,DOR1,PDU,"Conventional,FHA,VA,Cash",NEAR PARKS & SCHOOLS,METRO BROKERS LIBERTY ASSOCIATES LLC,3000,DELIVERY OF DEED & FUNDING,"REFRIGERATOR, WASHER, DRYER & BASEMENT SHELVING.",2.8,2.8,No,No,Excl Right,LOT 200 HIGHLANDS RANCH 110G .092 AM/L,1574,West,2400,South,10700,"Forced Air, Gas",Public,Public,0.09,3920,7,7,273000,LINDA J LUTZ,"MB LIBERTY ASSOCIATES, LLC",270500,0,Individual,JH,BO,Yes,15,39.525139,-105.01643
Res,S,269900,TIMBERVALE,Trl,80129,DOUG,DHL,3,4,1397,1748,1817,193.2,154.41,"Garage,Attached",2,"Air Cond-Central,Ceiling Fan,Dbl Pane Wndw,Dryer,Disposal,Dishwasher,Evap Cooler,Eating Sp/Kit,Fence,Garage Dr,Mstr Bathroom,Newer Carpet,Refrigerator,Smoke Free,Sprinkler,Stove/Range/Ovn,Vaulted Ceiling,Washer,Wndw Cover,Wood Floors,Walk-In Closets",Partial,420,3,1,Detach Singl Fam,,4 Level w/Bsmt,Frame/Brick,Composition,1998,Eldorado                 ,Ranch View               ,Thunderridge             ,DOR1,PDU,"Conventional,FHA,VA,Cash",,Trinity Title,2000,48 hours after closing,NONE,2.8,2.8,No,No,Excl Right,LOT 265 HIGHLANDS RANCH 121B 0.093 AM/L,1825,West,1149,South,9900,"Forced Air, Gas",Public,Public,0.09,3920,13,13,275000,RICK WATKINS,MB RICK WATKINS INC,269900,0,Individual,JH,BO,Yes,15,39.538085,-105.002341
Res,S,269000,TIMBERVALE,Trl,80129,DOUG,DHL,3,3,1387,1785,1807,193.22,150.14,"Garage,Attached",2,"Air Cond-Central,Ceiling Fan,Dbl Pane Wndw,Deck,Dryer,Disposal,Dishwasher,Eating Sp/Kit,Gas Logs,Mstr Bathroom,Microwave Oven,Pool Community,Quick Poss,Refrigerator,Smoke Alarm,Self-Clean Oven,Smoke Free,Sprinkler,Stove/Range/Ovn,Vaulted Ceiling,View Mountains,Washer,Walk-In Closets,W/W Carpet",Partial,420,3,1,Detach Singl Fam,,Two Story,Frame/Brick,Composition,1998,Eldorado                 ,Ranch View               ,Thunderridge             ,DOR1,RES,"Conventional,FHA,VA,Cash",,RE/MAX PROFESSIONALS,4000,negotiable,"All Curtains, Mini refrig in Basement, Freezer in Basement, Pot Rack in Kitchen",2.8,2.8,No,No,Excl Right,LOT 270 HIGHLANDS RANCH 121B 0.093 AM/L,1832,West,1221,South,9700,"Forced Air, Gas",Public,Public,0.09,3920,3,3,269000,KRISTIN STANLEY,RE/MAX PROFESSIONALS,268000,0,Individual,bf,BO,Yes,25,39.538083,-105.003136
Res,S,259900,HYACINTH,Pl,80129,DOUG,DHL,3,3,1387,1744,1807,191.06,151.95,"Garage,Attached",2,"Air Cond-Central,Buyer's Warranty,Cable Available,Ceiling Fan,Cable Installed,Dbl Pane Wndw,Deck,Dryer,Disposal,Dishwasher,Eating Sp/Kit,Fence,Gas Logs,Kitchen Island,Mstr Bathroom,Master Suite,Newer Paint,Pool Community,Quick Poss,Refrigerator,Self-Clean Oven,Smoke Free,Skylights,Sprinkler,Stove/Range/Ovn,Washer,Wood Floors",Partial,420,3,1,Detach Singl Fam,,Tri-Lvl w/Bsmt,Frame,Composition,1995,Coyote Creek             ,Ranch View               ,Thunderridge             ,DOR1,PDU,"Conventional,FHA,VA,Cash",,LAND TITLE,2500,UPON DOD,"REFRIGERATOR IN GARAGE, VALANCE IN CHILD'S ROOM",2.8,2.8,No,No,Excl Right,LOT 219 HIGHLANDS RANCH 110G .099 AM/L,1653,West,2200,South,10400,"Forced Air, Gas",Public,Public,0.09,3920,5,5,259900,JEFF HARNISH,"PREMIER REALTY GROUP, INC",265000,4500,Individual,JH,BO,Yes,23,39.52669525,-105.0180969
Res,S,260000,LAURENWOOD,Way,80129,DOUG,DHL,3,2,1275,2065,1691,207.06,127.85,"Garage,Attached",2,"Air Cond-Central,Cable Available,Ceiling Fan,Deck,Dryer,Disposal,Dishwasher,Gas Logs,Loft,Landscaped Pro,Microwave Oven,Refrigerator,Sprinkler,Stove/Range/Ovn,Washer,Wood Floors,W/W Carpet",Full,416,3,1,Detach Singl Fam,,Two Story,Frame,Concrete Tile,1997,Eldorado                 ,Ranch View               ,Thunderridge             ,DOR1,PDU,"Conventional,FHA,VA,Cash",,STEWART TITLE,2500,DOD,PERSONAL PROPERTY,2.8,2.8,No,No,Excl Right,LOT 74 HIGHLANDS RANCH #121-A. 0.096 AM/L,1617,West,1600,South,9200,"Forced Air, Gas",Public,Public,0.09,3920,5,5,260000,BOBBY BURNETT,Keller Williams DTC,264000,0,Individual,KM,BO,Yes,21,39.543282,-105.004008
Res,S,275000,BRIARHOLLOW,Ln,80129,DOUG,DHL,3,3,1640,1640,2320,160.06,160.06,"Garage,Attached",2,"Air Cond-Central,Backs to Greenbt,Backs to Open Sp,Buyer's Warranty,Ceiling Fan,Cable Installed,Dbl Pane Wndw,Deck,Disposal,Dishwasher,Eating Sp/Kit,Fence,Garden Area,Great Room,Loft,Mstr Bathroom,Microwave Oven,Pet Free,Quick Poss,Smoke Alarm,Self-Clean Oven,Smoke Free,Sprinkler,Utility Shed,View Mountains,Wndw Cover,Walk-In Closets",Partial,680,3,0,Detach Singl Fam,,Two Story,Frame/Brick,Concrete Tile,1996,Saddle Ranch             ,Ranch View               ,Thunderridge             ,DOR1,PDU,"Conventional,FHA,Cash",,RE/MAX Professionals,3000,Can be quick!,"Ref, wa dr",2.8,2.8,Yes,No,Excl Right,LOT 18 HIGHLANDS RANCH #118-F. 0.093 AM/L,1818,West,1500,South,9800,"Forced Air, Gas",Public,Public,0.09,3920,6,6,275000,Gary & Kathy Weimer,RE/MAX PROFESSIONALS,262500,0,Individual,gw,BO,Yes,22,39.532506,-105.006873
Res,S,250000,BUCKNELL,Cir,80129,DOUG,DHL,2,3,1452,1452,1872,168.73,168.73,Garage,2,"Air Cond-Central,Attic Fan,Ceiling Fan,Cable Installed,Cook Top,Deck,Disposal,Dishwasher,Eating Sp/Kit,Fence,Garage Dr,High Spd Access,Humidifier,Mstr Bathroom,Master Suite,Newer Carpet,Newer Paint,Pool Community,Pet Free,Quick Poss,Self-Clean Oven,Stove/Range/Ovn,Tile Floor,Updated,Wndw Cover,Wood Floors,Walk-In Closets",Partial,420,3,1,Detach Singl Fam,,Two Story,Frame,Composition,1995,Trailblazer              ,Ranch View               ,Thunderridge             ,DOR1,PDU,"Conventional,FHA,VA,Cash",,Colorado Escrow,3000,Upon delivery of deed,"Refrigerator, Clothes washer and Dryer.",2.8,2.8,No,Yes,Excl Agency,LOT 29 HIGHLANDS RANCH 101B 0.09 AM/L,1950,West,3601,South,9700,"Forced Air, Gas",,Public,0.09,3920,35,35,250000,COLLEEN HUBER,MODERN REAL ESTATE SOUTH,245000,0,Individual,CH,BO,Yes,8,39.539224,-105.032762
Res,A,275000,LAURENWOOD,Way,80129,DOUG,DHL,3,3,1619,1619,2112,169.86,169.86,Garage,2,"Air Cond-Central,Ceiling Fan,Cable Installed,Cul-De-Sac,Dbl Pane Wndw,Deck,Dryer,Disposal,Dishwasher,Formal Dining,Fence,Fireplace Insert,Five Piece Bath,Garage Dr,Great Room,High Spd Access,Mstr Bathroom,Microwave Oven,Master Suite,Newer Paint,Pool Community,Patio,Quick Poss,Refrigerator,Smoke Alarm,Self-Clean Oven,Smoke Free,Sprinkler,Stove/Range/Ovn,Tennis Court,Washer,Wndw Cover,Wood Floors,Walk-In Closets",Partial,493,3,1,Detach Singl Fam,,Two Story,Frame,Concrete Tile,1997,Eldorado                 ,Ranch View               ,Thunderridge             ,DOR1,PDU,"Conventional,FHA,VA,Cash",,Land Title Guarantee(contact Patty VanDyke),2500,Delivery of Deed,None,2.8,2.8,No,No,Excl Agency,LOT 90 HIGHLANDS RANCH #121-A. 0.090 AM/L,1695,West,0,South,0,"Forced Air, Gas",,Public,0.09,3920,23,23,283000,SHAUNA NAFTEL,MB FREEDOM REALTY,336807.13,1610.790419,Individual,dd,BO,Yes,22,39.543426,-105.002852
Res,A,272000,BRAEWOOD,Ave,80129,DOUG,DHL,3,2,1619,1619,1619,168,168,Garage,2,"Air Cond-Central,Cable Installed,Cul-De-Sac,Dbl Pane Wndw,Disposal,Dishwasher,Formal Dining,Fence,Garage Dr,Gas Logs,Great Room,Mstr Bathroom,Microwave Oven,Master Suite,Pool Community,Smoke Alarm,Self-Clean Oven,Sprinkler,Stove/Range/Ovn,Tennis Court,Tile Floor,Wndw Cover,Wood Floors,Walk-In Closets,Water Softener,W/W Carpet",Partial,790.28,2,2,Cluster/Patio,,Two Story,Frame,Concrete Tile,1996,Eldorado                 ,Ranch View               ,Thunderridge             ,DOR1,PDU,"Conventional,FHA,VA,Cash",,Enterprise Title,2500,TBD,"washer, dryer, refrigerator",2.8,2.8,No,No,Excl Agency,LOT 165 HIGHLANDS RANCH #121-A. 0.097 AM/L,1729,West,1384,South,0,"Forced Air, Gas",Community,Community,0.174,3920,21,21,272000,JEANNE SHAW,BROKERS GUILD CLASSIC,336807.13,1610.790419,Estate,JS,BO,Yes,9,39.541237,-105.006227
Res,S,239900,BRAEWOOD,Ave,80129,DOUG,DHL,3,2,1283,1283,1712,186.98,186.98,"Garage,Attached",2,"Air Cond-Central,Cable Available,Ceiling Fan,Dbl Pane Wndw,Dryer,Dishwasher,Eating Sp/Kit,Fence,Garage Dr,Kitchen Island,Newer Paint,Pool Community,Pool,Quick Poss,Refrigerator,Smoke Alarm,Self-Clean Oven,Stove/Range/Ovn,Vaulted Ceiling,Washer,W/W Carpet",Partial,429,2,1,Cluster/Patio,,Two Story,Frame,Concrete Tile,1998,Eldorado                 ,Ranch View               ,Thunderridge             ,DOR1,PDU,"Conventional,FHA,VA,Cash",,Manes & Associates MB,2500,Upon delivery of deed and funds,Seller's personal property.,2.8,2.8,No,No,Excl Right,LOT 271 HIGHLANDS RANCH #121-A. 0.086 AM/L,1615,West,1300,South,9300,"Forced Air, Gas",Public,Public,0.08,3485,0,0,239900,JUDY BROWNE,MB MANES & ASSOCIATES,239900,0,Individual,JB,BO,Yes,15,39.54184,-105.003764
Res,S,234900,BRAEWOOD,Ave,80129,DOUG,DHL,3,2,1274,1274,1690,184.38,184.38,Garage,2,"Air Cond-Central,Cable Available,Cable Installed,Cul-De-Sac,Dryer,Disposal,Dishwasher,Eating Sp/Kit,Fence,Garage Dr,Great Room,Loft,Mstr Bathroom,Microwave Oven,Newer Paint,Park Addl Off St,Pool Community,Patio,Refrigerator,Smoke Alarm,Smoke Free,Stove/Range/Ovn,Tile Floor,Updated,Vaulted Ceiling,Washer,Wndw Cover,Wood Floors",Partial,416,2,1,Cluster/Patio,,Two Story,Frame,Concrete Tile,1998,Eldorado                 ,Ranch View               ,Thunderridge             ,DOR1,PDU,"Conventional,FHA,VA,Cash",,1st American Title,2500,Negotiable,Negotiable,2.8,2.8,Yes,No,Excl Right,LOT 276 HIGHLANDS RANCH # 121-A 0.086 AM/L,1662,West,0,South,0,"Forced Air, Gas",,Public,0.174,3485,2,2,234900,BRIAN PETRELLI,MB THE BRIAN PETRELLI TEAM,234900,0,Individual,bp,BO,Yes,16,39.541774,-105.003995
Res,S,229900,LAURENWOOD,Way,80129,DOUG,DHL,2,2,1317,1317,1317,175.4,175.4,"Garage,Attached",2,"Air Cond-Central,Burglar Alarm,Cable Installed,Dbl Pane Wndw,Deck,Dog Run,Dryer,Disposal,Dishwasher,Eating Sp/Kit,Fence,Garage Dr,High Spd Access,Kitchen Island,Mstr Bathroom,Microwave Oven,Master Suite,Pool Community,Patio,Quick Poss,Refrigerator,Smoke Alarm,Self-Clean Oven,Smoke Free,Stove/Range/Ovn,Tennis Court,Vaulted Ceiling,Washer,Wndw Cover",None,790.28,1,1,Detach Singl Fam,,Tri-Level,Frame,Spanish Tile,1996,Eldorado                 ,Ranch View               ,Thunderridge             ,DOR1,PDU,"Conventional,FHA,VA,Cash",,STEWART TITLE,3000,48 HOURS AFTER DOD AND FUNDING,PERSONAL PROPERTY,2.8,2.8,No,No,Excl Right,LOT 224 HIGHLANDS RANCH #121-A. 0.081 AM/L,1612,East,10000,South,1300,"Forced Air, Gas",Public,Public,0.174,3485,2,2,229900,IAN SACHS,INFINITY GROUP REALTY DENVER,231000,150,Individual,IS,BO,Yes,17,39.542593,-105.005912
Res,U,250000,BRAEWOOD,Ave,80129,DOUG,DHL,4,3,1282,1660,1711,195.01,150.6,"Garage,Attached",2,"Air Cond-Central,Burglar Alarm,Ceiling Fan,Cable Installed,Cul-De-Sac,Dbl Pane Wndw,Deck,Dryer,Disposal,Dishwasher,Fence,Garage Dr,High Spd Access,Landscaped Pro,Mstr Bathroom,Microwave Oven,Pool Community,Pet Free,Quick Poss,Refrigerator,Smoke Alarm,Self-Clean Oven,Smoke Free,Sprinkler,Stove/Range/Ovn,Sump Pump,Vaulted Ceiling,View Mountains,Washer,Wndw Cover,Wood Floors,W/W Carpet",Partial,429,2,0,Detach Singl Fam,,Two Story,Frame,Spanish Tile,1996,Eldorado                 ,Ranch View               ,Thunderridge             ,DOR1,PDU,"Conventional,FHA,VA,Cash",,Heritage Title Company,2500,72 Hrs After Closing (TOD),Seller's personal property,2.8,2.8,Yes,No,Excl Right,LOT 188 HIGHLANDS RANCH #121-A. 0.087 AM/L,1671,West,1600,South,9200,"Forced Air, Gas",Public,Public,0.08,3485,1,1,250000,Jacqualyn Jacoby,MB EQUITY WIZARDS,336807.13,1610.790419,Individual,JJ,BO,Yes,25,39.542135,-105.007955
Res,S,272500,LAURENWOOD,Way,80129,DOUG,DHL,3,3,1536,1536,2031,180.99,180.99,"Garage,Attached",2,"Air Cond-Central,Cable Available,Ceiling Fan,Dbl Pane Wndw,Deck,Dryer,Disposal,Dishwasher,Eating Sp/Kit,Fence,Garden Area,Garage Dr,High Spd Access,Kitchen Island,Landscaped Pro,Mstr Bathroom,Microwave Oven,Newer Paint,Pool Community,Patio,Quick Poss,Refrigerator,Smoke Alarm,Self-Clean Oven,Stove/Range/Ovn,Sump Pump,Tile Floor,Vaulted Ceiling,Washer,Wndw Cover,W/W Carpet",Partial,495,3,1,Cluster/Patio,,Two Story,Frame,Concrete Tile,1997,Eldorado                 ,Ranch View               ,Thunderridge             ,DOR1,PDU,"Conventional,FHA,VA,Cash",N/A,Manes & Associates,3000,Upon delivery of deed and funds,Refrigerator in garage,2.8,2.8,No,No,Excl Agency,LOT 254 HIGHLANDS RANCH #121-A. 0.088 AM/L,1791,West,1300,South,9300,"Forced Air, Gas",Public,Public,0.174,3484,1,1,272500,JUDY BROWNE,MB MANES & ASSOCIATES,278000,0,Individual,JB,BO,Yes,17,39.5427,-105.003406
Res,S,259900,LAURENWOOD,Way,80129,DOUG,DHL,3,2,1286,1635,1715,202.1,158.96,"Garage,Attached",2,"Air Cond-Central,Ceiling Fan,Deck,Dryer,Disposal,Dishwasher,Eating Sp/Kit,Fence,Garage Dr,Gas Logs,Loft,Mstr Bathroom,Microwave Oven,Master Suite,Newer Carpet,Pool Community,Quick Poss,Self-Clean Oven,Sprinkler,Updated,Vaulted Ceiling,Washer,Wndw Cover,Wood Floors,W/W Carpet",Partial,429,2,1,Detach Singl Fam,,Two Story,Frame,Concrete Tile,1997,Eldorado                 ,Ranch View               ,Thunderridge             ,DOR1,RES,"Conventional,FHA,Cash",,THE KENTWOOD COMPANY,4000,3 DAC,NONE,2.8,2.8,Yes,No,Excl Right,LOT 235 HIGHLANDS RANCH #121-A. 0.088 AM/L,1722,West,1312,South,9500,"Forced Air, Gas",Public,Public,0.8,3484,7,7,259900,BOB & NANCY LEE,THE KENTWOOD COMPANY,259900,3000,Individual,LO,BO,Yes,25,39.542255,-105.005034
Res,S,255000,BRAEWOOD,Ave,80129,DOUG,DHL,3,3,1274,1443,1703,202.51,178.79,"Garage,Attached",2,"Air Cond-Central,Ceiling Fan,Cul-De-Sac,Dbl Pane Wndw,Dryer,Disposal,Dishwasher,Eating Sp/Kit,Garage Dr,Gas Logs,Loft,Mstr Bathroom,Microwave Oven,Newer Carpet,Newer Paint,Pool Community,Quick Poss,Refrigerator,Remodeled,Smoke Alarm,Self-Clean Oven,Smoke Free,Stove/Range/Ovn,Tile Floor,Updated,Vaulted Ceiling,Wood Floors,W/W Carpet",Partial,429,2,1,Detach Singl Fam,,Two Story,Frame,Concrete Tile,1997,Eldorado                 ,Ranch View               ,Thunderridge             ,DOR1,PDU,"Conventional,FHA,VA,Cash",,HERITAGE TITLE,2500,QUICK POSSESSION!,NONE,2.8,2.8,No,No,Excl Right,LOT 284 HIGHLANDS RANCH #121-A. 0.081 AM/L,1595,West,1300,South,9600,"Forced Air, Gas",Public,Public,0.174,3484,2,2,255000,John North,MB NORTH & COMPANY,258000,1000,Individual,JN,BO,Yes,25,39.541809,-105.004732
Res,S,250000,BRAEWOOD,Ave,80129,DOUG,DHL,3,3,1275,1275,1691,191.37,191.37,"Garage,Attached",2,"Air Cond-Central,Buyer's Warranty,Ceiling Fan,Cul-De-Sac,Dryer,Disposal,Dishwasher,Mstr Bathroom,Microwave Oven,Pool Community,Patio,Refrigerator,Smoke Alarm,Self-Clean Oven,Stove/Range/Ovn,Vaulted Ceiling,Washer,Wndw Cover,Wood Floors,Walk-In Closets,W/W Carpet",Partial,416,3,0,Detach Singl Fam,,Two Story,Frame/Brick,Concrete Tile,1996,Eldorado                 ,Ranch View               ,Thunderridge             ,DOR1,RES,"Conventional,FHA,VA,Cash",,RE/MAX Professionals,5000,Negotiable,None,2.8,2.8,No,No,Excl Right,LOT 313 HIGHLANDS RANCH #121-A. 0.087 AM/L,1551,Out of Metro,0,Out of Metro,0,"Forced Air, Gas",Public,Public,0.08,3484,40,40,267500,The Matthias Group,RE/MAX PROFESSIONALS,244000,0,Individual,AG,BO,Yes,25,39.542477,-105.006752
Res,S,219900,LAURENWOOD,Way,80129,DOUG,DHL,2,2,1317,1317,1317,165.53,165.53,"Garage,Attached",2,"Air Cond-Central,Cable Available,Dryer,Disposal,Dishwasher,Eating Sp/Kit,Fence,Garage Dr,Gas Logs,High Spd Access,Kitchen Island,Landscaped Pro,Microwave Oven,Pool Community,Pet Free,Patio,Refrigerator,Smoke Alarm,Self-Clean Oven,Smoke Free,Stove/Range/Ovn,Vaulted Ceiling,Washer,Wndw Cover,Wood Floors,Walk-In Closets",None,790.28,1,1,Detach Singl Fam,,Tri-Level,Frame,Spanish Tile,1997,Eldorado                 ,Ranch View               ,Thunderridge             ,DOR1,PDU,"Conventional,FHA,VA,Cash",,Land Title,4490.89,72 HOURS AFTER FUNDING,STEREO EQUIPMENT,2.8,2.8,No,No,Excl Right,LOT 253 HIGHLANDS RANCH #121-A. 0.080 AM/L,1623,West,1200,South,9600,"Forced Air, Gas",Public,Public,0.08,3484,35,35,224900,Alex Elliot,MB OPTIONS & RESULTS GROUP,218000,0,Individual,AE,BO,Yes,13,39.54281,-105.00352
Res,A,259000,BRAEWOOD,Ave,80129,DOUG,DHL,3,2,1275,1275,1691,203.14,203.14,"Garage,Attached",2,"Air Cond-Central,Cable Available,Ceiling Fan,Dryer,Disposal,Dishwasher,Gas Logs,Loft,Quick Poss,Refrigerator,Stove/Range/Ovn,Tile Floor,Washer,Wndw Cover,Water Rights",Partial,416,2,1,Detach Singl Fam,,Two Story,Frame,Concrete Tile,1998,Eldorado                 ,Ranch View               ,Thunderridge             ,DOR1,PDU,"Conventional,FHA,Cash",,"BUNNELL REALTY, LLC",2000,DATE OF CLOSING,NONE,2,2,No,No,Excl Right,LOT 266 HIGHLANDS RANCH # 121-A0.081 AM/L,1654,West,1200,South,9200,"Forced Air, Gas",,Public,0.8,3484,15,15,264000,MIKE BUNNELL,BUNNELL REALTY LLC,336807.13,1610.790419,Individual,MB,BO,Yes,12,39.542148,-105.003418
Res,S,279000,LAURENWOOD,Way,80129,DOUG,DHL,3,2,1619,1619,2112,172.33,172.33,"Garage,Attached",2,"Air Cond-Central,Ceiling Fan,Deck,Dryer,Disposal,Dishwasher,Formal Dining,Fence,Garage Dr,Mstr Bathroom,Microwave Oven,Master Suite,Pool Community,Refrigerator,Smoke Alarm,Stove/Range/Ovn,Washer,Wndw Cover,Walk-In Closets",Partial,493,2,2,Detach Singl Fam,,Two Story,Frame,Concrete Tile,1996,Eldorado                 ,Ranch View               ,Thunderridge             ,DOR1,PDU,"Conventional,FHA,VA,Cash",,CHICAGO TITLE,2500,CLOSING,LIVING ROOM CEILING FAN,2.5,2.5,No,No,Excl Right,LOT 42 HIGHLANDS RANCH #121-A. 0.074 AM/L,1798,West,1000,South,8300,"Forced Air, Gas",Public,Public,0.7,3049,22,22,279000,Wendy Hanks,Keller Williams DTC,279000,2000,Individual,MW,BO,Yes,16,39.543419,-105.006335
Res,S,239900,LAURENWOOD,Way,80129,DOUG,DHL,4,3,1290,1633,1719,181.4,143.29,"Garage,Attached",2,"Air Cond-Central,Cable Available,Ceiling Fan,Cable Installed,Cul-De-Sac,Dbl Pane Wndw,Disposal,Dishwasher,Eating Sp/Kit,Fence,Garage Dr,Gas Logs,High Spd Access,Loft,Mstr Bathroom,Master Suite,Pool Community,Patio,Refrigerator,Smoke Alarm,Self-Clean Oven,Sprinkler,Stove/Range/Ovn,Tennis Court,Vaulted Ceiling,Wndw Cover,W/W Carpet",Partial,429,2,0,Detach Singl Fam,,Two Story,Frame,Concrete Tile,1997,Eldorado                 ,Ranch View               ,Thunderridge             ,DOR1,PDU,"Conventional,FHA,VA,Cash",,RE/MAX PROFESSIONALS,2500,72 HOURS AFTER DELIVERY OF DEED,Washer & Dryer,2.8,2.8,No,No,Excl Right,LOT 101 HIGHLANDS RANCH #121-A. 0.076 AM/L,1632,West,1200,South,9500,"Forced Air, Gas",Public,Public,0.174,3049,26,26,239900,JAY & DEB  LONGMIRE,RE/MAX PROFESSIONALS,234000,0,Individual,KC,BO,Yes,25,39.542895,-105.00232
Res,S,425000,TENNESSEE,Ct,80226,JEFF,JSC,4,4,2484,3365,3800,165.86,122.44,"Garage,Attached",2,"Air Cond-Central,Ceiling Fan,Cable Installed,Dbl Pane Wndw,Disposal,Dishwasher,Eating Sp/Kit,Formal Dining,Fence,Five Piece Bath,Garage Dr,Gas Logs,Great Room,Kitchen Island,Loft,Landscaped Pro,Mstr Bathroom,Mother Apt,Microwave Oven,Media Room,Master Suite,Patio,Refrigerator,Smoke Alarm,Smoke Free,Sprinkler,Vaulted Ceiling,Washer,Wndw Cover,Wood Floors,Walk-In Closets,W/W Carpet",Full,1316,3,1,Detach Singl Fam,,Two Story,Frame/Brick,Composition,1998,Glennon Heights          ,Creighton                ,Lakewood                 ,JER1,2-R,"Conventional,FHA,VA,Cash",,CAPITOL TITLE,2000,DOD,"FREEZER IN GARAGE, WASHER & DRYER AND WORK BENCH",2.8,2.8,No,No,Excl Right,WEST STAR BLK: 001 LOT: 0048,3127,West,1110,South,35,"Forced Air, Gas",Public,Public,0.174,6150,4,4,425000,BEVERLY FREIMUTH,MB DAKOTA RIDGE,412000,3000,Individual,LC,BO,Yes,20,39.697068,-105.120226
Res,S,450000,TENNESSEE,Ct,80226,JEFF,JSC,4,5,2374,3103,3103,187.87,143.73,Garage,3,"Air Cond-Central,Cable Installed,Covered Patio,Cul-De-Sac,Dryer,Dishwasher,Eating Sp/Kit,Formal Dining,Five Piece Bath,Great Room,Mstr Bathroom,Microwave Oven,Master Suite,Newer Carpet,Security Entry,Smoke Free,Sprinkler,View City,Vaulted Ceiling,View Mountains,Washer,Wndw Cover,Wood Floors",Partial,729,4,1,Detach Singl Fam,,Two Story,Frame,Composition,1999,Glennon Heights          ,Creighton                ,Lakewood                 ,JER1,2-R,"Conventional,FHA,VA,Cash",,Land Title Guarantee,5000,48 Hours after closing,"Washer/Dryer, Refrigerator, Dining Room Drapes, Dining Room Chandelier",2.8,2.8,Yes,No,Excl Right,WEST STAR BLK: 001 LOT: 0052,2814,West,11100,South,35,"Forced Air, Gas",Public,Public,0.174,6150,65,65,450000,Johanna Opp,LIVE URBAN REAL ESTATE,446000,5000,Individual,JO,BO,Yes,25,39.697067,-105.121074
Res,S,445000,FORD,Dr,80226,JEFF,JSC,3,4,2470,2470,3786,180.16,180.16,"Garage,Attached",3,"Air Cond-Central,Burglar Alarm,Backs to Open Sp,Cable Installed,Cook Top,Cul-De-Sac,Eating Sp/Kit,Formal Dining,Fence,Five Piece Bath,Gas Logs,Kitchen Island,Mstr Bathroom,Microwave Oven,Master Suite,Newer Paint,Quick Poss,Refrigerator,Remodeled,Smoke Free,Vaulted Ceiling,Wndw Cover,Wood Floors,Walk-In Closets",Full,1316,4,1,Detach Singl Fam,,Two Story,Frame,Composition,1999,Glennon Heights          ,Creighton                ,Lakewood                 ,JER1,2-R,"Conventional,FHA,VA,Cash",,RE/MAX PROFESSIONALS,5000,immediate upon DOD,washer/dryer neg.,2.8,2.8,No,No,Excl Right,WEST STAR BLK: 001 LOT: 0008,3176,West,12000,South,1100,"Forced Air, Gas",Public,Public,0.15,6665,3,3,445000,Kelly Nichols,RE/MAX PROFESSIONALS,445000,3000,Individual,KC,BO,Yes,25,39.697808,-105.120862
Res,S,439000,TENNESSEE,Ct,80226,JEFF,JSC,4,6,2331,3297,3429,187.26,132.39,"Garage,Attached,Oversized",3,"Air Cond-Central,Backs to Greenbt,Ceiling Fan,Cable Installed,Covered Patio,Cul-De-Sac,Dbl Pane Wndw,Deck,Double Oven,Disposal,Dishwasher,Formal Dining,Five Piece Bath,Garage Dr,Gas Logs,Kitchen Island,Landscaped Pro,Mstr Bathroom,Microwave Oven,Master Suite,Quick Poss,Remodeled,Smoke Alarm,Self-Clean Oven,Smoke Free,Sprinkler,Tile Floor,Updated,Vaulted Ceiling,View Mountains,Wet Bar,Wndw Cover,Wood Floors,Walk-In Closets",Full,1098,4,1,Detach Singl Fam,,Two Story,Frame,Composition,1998,Glennon Heights          ,Creighton                ,Lakewood                 ,JER1,2-R,"Conventional,FHA,VA,Cash",NUMEROUS UPDATES!,RE/MAX Professionals LLC,5000,"Transfer of good funds, DOD","SELLERS PERSONAL PROPERTY, CLOTHES WASHER / DRYER, REFRIGERATOR.",2.8,2.8,No,No,Excl Right,WEST STAR BLK: 001 LOT: 0038,3046,West,11200,South,1100,"Forced Air, Gas",Public,Public,0.174,6741,20,20,439000,BEN PRUCEY,RE/MAX PROFESSIONALS,436500,2700,Individual,BP,BO,Yes,25,39.696651,-105.121677
