Property Type,Status,Street Name,Street Type,County,Area,Car Storage,Description,Bsmt Size,Type,Near By,Style,Construction,Roofing,Elementary,Junior High,Senior High,School District,Zoned,Terms,Addl Terms,Earnest Ck To,Possession,Exclusions,Var Comm,LTD Srvc,Exclusive Agency,Legal,EW Direction,NS Direction,Heat,Sewer,Water,Name,Listing Office,Seller Type,Entered By,Entered Where,Internet Ads,Photo Count,Latitude,Longitude,Baths,Beds,SqFt,Fin SqFt,Total SqFt,PSF,PSF Fin,Zip,Spaces,Bsmt SqFt,Upper Beds,Fireplaces,Year Built,Min Earnest,Buyers Agency,Trans Br,Taxes,EW#,Acres,Lot Size,Curr DOM,Total DOM,NS#,Concession Amt,Curr List Price
Res,S,PENNSYLVANIA,St,ARAP,SSC,Garage,"Air Cond-Central,Attic Fan,Dbl Pane Wndw,Disposal,Dishwasher,Elec Air Filter,Formal Dining,Fence,Garden Area,Garage Dr,Gas Logs,Humidifier,Mstr Bathroom,Newer Carpet,Newer Paint,Pet Free,Quick Poss,Refrigerator,RV Parking,Smoke Alarm,Smoke Free,Sprinkler,Sun Room,Stove/Range/Ovn,Updated,Utility Shed,W/W Carpet",Full,Detach Singl Fam,,Ranch/1 Story,Frame/Brick,Composition,Hopkins                  ,Euclid                   ,Heritage                 ,LIT6,R-3,"Conventional,FHA",,Fidelity Title Insurance Co.,day of closing,None,No,No,Excl Right,LOT 7 BLK 26 SOUTHWIND SUB 3RD FLG 1ST AMENDED,East,South,"Forced Air, Gas",Public,Public,DOUG WELBORN                                      ,SUMMIT REALTORS,Individual,dw,BO,Yes,11,39.5876236,-104.9803772,2,4,1204,830,2408,240.45,348.8,80122,2,1204,,1,1972,2000,2.8,2.8,1681,5,0.36,15638,88,88,7100,5000,289500
Res,S,SHERMAN,St,ARAP,SSC,"Garage,Detached,Oversized","Buyer's Warranty,Cable Available,Ceiling Fan,Corner,No Covenants,Covered Patio,Dryer,Disposal,Dishwasher,Evap Cooler,Eating Sp/Kit,Formal Dining,Fence,Garden Area,Garage Dr,High Spd Access,Kitchen Island,Mstr Bathroom,Microwave Oven,Patio,Quick Poss,Refrigerator,RV Parking,Smoke Alarm,Stove/Range/Ovn,Tile Floor,Utility Shed,View Mountains,Washer,Wood Floors,W/W Carpet",Partial,Detach Singl Fam,,Ranch/1 Story,Frame/Brick,Composition,Hopkins                  ,Euclid                   ,Heritage                 ,LIT6,R-3,"Conventional,FHA,VA,Cash",,LAND TITLE GUARANTEE,"AS NEGOTIATED, CAN BE QUICK",Personal Property and staging items,No,No,Excl Right,LOT 1 BLK 2 VISTA VERDE ESTATES,East,South,"Forced Air, Gas",Public,Public,LISA OHLGREN,PRUDENTIAL R.E. OF THE ROCKIES,Estate,LO,BO,Yes,19,39.594741,-104.983981,3,4,1652,2395,2478,157.08,108.35,80122,2,826,,1,1962,2500,2.8,2.8,1987,400,0.39,16988,3,3,6700,3000,259500
Res,S,SHERMAN,St,ARAP,SSC,"Garage,Attached","Air Cond-Central,Cable Available,Corner,No Covenants,Dbl Pane Wndw,Dryer,Disposal,Dishwasher,Eating Sp/Kit,Formal Dining,Newer Paint,Quick Poss,Refrigerator,Smoke Free,Sprinkler,Stove/Range/Ovn,Washer,Wood Floors",Full,Detach Singl Fam,,Ranch/1 Story,Brick,Composition,Hopkins                  ,Euclid                   ,Heritage                 ,LIT6,R-3,"Conventional,FHA,VA,Cash",,Fidelity Title,at closing,none,Yes,Yes,Excl Right,LOT 7 BLK 4 SOUTHWIND SUB 1ST FLG,East,South,"Forced Air, Gas",Public,Public,GAIL ANDERSON,MB THE ANDERSON GROUP NETWORK,Estate,GA,BO,Yes,16,39.589,-104.98563,3,4,1269,675,2538,207.25,389.63,80122,2,1269,,,1957,5000,2.5,2.5,1660,100,0.31,13591,92,92,7100,7890,254900
Res,S,BROADWAY,,ARAP,SSC,"Garage,Attached","Cable Available,No Covenants,Cook Top,Disposal,Dishwasher,Eating Sp/Kit,Fence,Freezer,Garage Dr,Patio,Quick Poss,Refrigerator,Smoke Free,Storm Windows,Washer,Wndw Cover",Full,Detach Singl Fam,,Ranch/1 Story,Brick,Composition,Hopkins                  ,Euclid                   ,Heritage                 ,LIT6,R-3,"Conventional,FHA,VA,Cash",,Heritage Title Co.,QUICK/IMMEDIATE,NONE,No,No,Excl Agency,LOT 4 BLK 7 SOUTHWIND SUB 1ST FLG,East,South,"Forced Air, Gas",,,JO VOSHELL,STATE WIDE REALTY,Estate,JV,BO,Yes,8,39.586588,-104.987967,2,3,1289,1289,2578,126.45,126.45,80122,1,1289,,,1961,2000,2.8,2.8,1420,7232,,9365,69,69,0,0,188000
Res,S,WASHINGTON,St,ARAP,SSC,"Garage,Attached","Corner,Covered Patio,Dryer,Disposal,Dishwasher,Eating Sp/Kit,Fix-Up,Jack & Jill Bath,Quick Poss,Refrigerator,Stove/Range/Ovn,Washer",Full,Detach Singl Fam,,Ranch/1 Story,Brick,Composition,Highland                 ,Euclid                   ,Littleton                ,LIT6,R-3,"Conventional,FHA,VA,Cash",,North American Title,Delivery of Deed,none,No,No,Excl Right,LOT 11 & NLY 3 FT OF 10 BLK 19 BROADWAY ESTATES 1ST FLG,East,South,"Forced Air, Gas",Public,Public,KENNEN COHEN,"YOUR CASTLE REAL ESTATE, INC",Individual,KC,BO,Yes,16,39.597707,-104.978046,2,3,1276,1276,2424,174.22,174.22,80121,1,1148,,,1959,3000,2.8,2.8,1710,1000,,11892,6,6,6540,0,230000
Res,S,COSTILLA,Ave,ARAP,SSC,"Garage,Attached","Air Cond-Central,Covered Patio,Dbl Pane Wndw,Disposal,Dishwasher,Garage Dr,Mstr Bathroom,Microwave Oven,Master Suite,Patio,Quick Poss,Refrigerator,Remodeled,Skylights,Sprinkler,Stove/Range/Ovn,Tile Floor,Updated,Vaulted Ceiling,Wet Bar,Wood Floors,W/W Carpet",Full,Detach Singl Fam,,Ranch/1 Story,Frame/Brick,Composition,Hopkins                  ,Euclid                   ,Heritage                 ,LIT6,R-3,"Conventional,FHA,VA,Cash",,Fidelity National Title,,Personal property,No,No,Excl Agency,LOT 4 BLK 9 VISTA VERDE ESTATES,East,South,"Forced Air, Gas",Public,Public,John Pezzuti,MB PEZZUTI & ASSOC,Individual,g,BO,Yes,25,39.589904,-104.984981,3,4,1323,2400,2646,234.32,129.17,80122,2,1323,,2,1962,3000,2.5,2.5,1787,220,0.38,16944,50,50,7000,5750,315000
Res,S,LOGAN,Ct,ARAP,SSC,"Garage,Attached","Covered Patio,Cook Top,Cul-De-Sac,Dbl Pane Wndw,Double Oven,Dryer,Disposal,Dishwasher,Fence,Garage Dr,Mstr Bathroom,Microwave Oven,Pet Free,Patio,Quick Poss,Refrigerator,Smoke Alarm,Sprinkler,Stove/Range/Ovn,Tile Floor,Washer,Wndw Cover,Wood Floors,Wood Stove",Full,Detach Singl Fam,,Ranch/1 Story,Frame/Brick,Composition,Highland                 ,Euclid                   ,Littleton                ,LIT6,R-3,"Conventional,FHA,VA,Cash",,North American Title,3 days after delivery of deed,none,No,No,Excl Right,LOT 14 BLK 1 HIGHLINE SUB,East,South,"Forced Air, Gas",Public,Public,Diana Graham,"GRAHAM AND SONS, REAL ESTATE",Individual,dg,BO,Yes,24,39.601046,-104.982537,3,6,1307,2418,2614,218.06,117.87,80121,2,1307,,1,1961,10000,2.8,2.8,1953,400,,11282,36,36,6344,0,285000
Res,S,STERNE,Blvd,ARAP,SSC,"Garage,Detached","Agent Owner,Cable Available,Ceiling Fan,Corner,Covered Patio,Dbl Pane Wndw,Dryer,Disposal,Dishwasher,Eating Sp/Kit,Formal Dining,Fence,Fireplace Insert,Five Piece Bath,Garden Area,Garage Dr,Mstr Bathroom,Microwave Oven,Master Suite,Pet Free,Refrigerator,Remodeled,Self-Clean Oven,Smoke Free,Sprinkler,Stove/Range/Ovn,Tile Floor,Updated,Utility Shed,Washer,Wet Bar,Wndw Cover,Wood Floors,W/W Carpet",Full,Detach Singl Fam,,Ranch/1 Story,Vinyl Siding,Composition,Hopkins                  ,Euclid                   ,Heritage                 ,LIT6,R-3,"Conventional,FHA,VA,Cash",,North American Title Company,3 days after delivery of Deed,Any personal property belonging to Seller or Staging Denver,No,No,Excl Right,LOT 8 BLK 1 VISTA VERDE ESTATES,East,South,"Forced Air, Gas",Public,Public,Diana Graham,"GRAHAM AND SONS, REAL ESTATE",Individual,DG,BO,Yes,25,39.59433746,-104.9845505,5,5,1551,2993,3102,225.66,116.94,80122,2,1551,,1,1952,10000,2.8,2.8,1950,280,0.37,16509,43,43,6700,10000,350000
Res,S,SOUTHWOOD,Dr,ARAP,SSC,"Garage,Oversized","Buyer's Warranty,Cable Available,Corner,No Covenants,Cook Top,Dbl Pane Wndw,Disposal,Dishwasher,Evap Cooler,Eating Sp/Kit,Formal Dining,Fence,Garage Dr,Gas Logs,Great Room,Handicap,High Spd Access,Mstr Bathroom,Master Suite,Newer Carpet,Newer Paint,Refrigerator,Smoke Alarm,Self-Clean Oven,Smoke Free,Skylights,Sprinkler,Sun Room,Vaulted Ceiling,Wndw Cover,W/W Carpet",None,Detach Singl Fam,,Ranch/1 Story,Frame/Brick,"Built-Up/TarGvl,Other",Highland                 ,Euclid                   ,Littleton                ,LIT6,R-3,"Conventional,FHA,VA,Cash",,North American Title,DOD,"Washer, Dryer, Microwave and Seller's Personal Possessions",No,No,Excl Agency,LOT 1 BLK 9 SOUTHWOOD ADD,East,South,Forced Air,Public,Public,JOHN ENO,KELLER WILLIAMS EXECUTIVES,Individual,je,BO,Yes,22,39.604959,-104.975711,2,3,1765,1765,1765,163.39,163.39,80121,2,,3,1,1959,3000,2.8,2.8,1942,900,0.28,12197,8,8,6200,0,267500
Res,S,LINCOLN,St,ARAP,SSC,"Garage,Attached","Double Oven,Disposal,Dishwasher,Eating Sp/Kit,Fence,Garage Dr,Patio,Remodeled,Sprinkler,Tile Floor,Updated,Wood Floors",Full,Detach Singl Fam,,Ranch/1 Story,Brick,Composition,Highland                 ,Euclid                   ,Littleton                ,LIT6,R-3,"Conventional,FHA,VA,Cash",,GUARDIAN TITLE,TBD,NONE,No,No,Excl Agency,LOT 4 & SLY 1 FT OF 3 BLK 14 BROADWAY ESTATES 1ST FLG,East,South,"Forced Air, Gas",Public,Public,JILL E PURSELL,COLDWELL BANKER RESIDENTIAL 24,Individual,JB,BO,Yes,1,39.599648,-104.984969,2,3,1188,2079,2376,203.7,116.4,80121,2,1188,,,1959,2500,2.8,2.8,1407,100,0.23,10105,4,4,6600,600,239500
Res,S,CLARKSON,St,ARAP,SSC,Garage,"Air Cond-Central,No Covenants,Dbl Pane Wndw,Disposal,Dishwasher,Eating Sp/Kit,Formal Dining,Fence,Garage Dr,Great Room,Kitchen Island,Mstr Bathroom,Microwave Oven,Master Suite,Newer Carpet,Newer Paint,Pet Free,Patio,Quick Poss,Refrigerator,Remodeled,RV Parking,Self-Clean Oven,Stove/Range/Ovn,Tile Floor,Wood Floors",Full,Detach Singl Fam,,Ranch/1 Story,Frame/Brick,Composition,Twain                    ,Powell                   ,Arapahoe                 ,LIT6,R-3,"Conventional,FHA,VA,Cash",,Title Assure,DOD and Funding,Staging Items,No,No,Excl Right,LOT 14 BLK 13 SOUTHGLENN 3RD FLG,East,South,"Forced Air, Gas",Public,Public,Daniel Herron,KELLER WILLIAMS ADVANTAGE RLTY,Corp/Trust,DH,BO,Yes,24,39.591904,-104.974759,3,5,1551,3002,3102,232.11,119.92,80122,2,1551,,1,1963,10000,2.8,2.8,1895,900,0.21,9408,5,5,6860,1500,364900
Res,S,WILLIAMS,Cir,ARAP,SSC,"Garage,Attached","Ceiling Fan,Cook Top,Dbl Pane Wndw,Dryer,Disposal,Dishwasher,Eating Sp/Kit,Fence,Garden Area,Mstr Bathroom,Patio,Refrigerator,Smoke Alarm,Self-Clean Oven,Sprinkler,Stove/Range/Ovn,Tile Floor,Utility Shed,Washer,Wndw Cover,Wood Floors",None,Detach Singl Fam,,Ranch/1 Story,Frame/Brick,Composition,Franklin                 ,Euclid                   ,Littleton                ,LIT6,R-3,"Conventional,FHA,VA,Cash",,LAND TITLE,DOD,"personal property, garage ice maker",Yes,No,Excl Right,LOT 9 BLK 5 SOUTHGLENN 1ST FLG,East,South,"Forced Air, Gas",Public,Public,Trelora Team,TRELORA,Individual,AP,BO,Yes,22,39.59701,-104.967572,2,3,1256,1256,1256,187.1,187.1,80121,2,,,1,1962,2000,2.8,2.8,1565,1600,0.23,2304,76,76,6700,0,240000
Res,S,DOWNING,St,ARAP,SSC,"Garage,Attached","Air Cond-Central,Agent Owner,Cable Installed,Corner,No Covenants,Dbl Pane Wndw,Deck,Disposal,Dishwasher,Formal Dining,Mstr Bathroom,Microwave Oven,Newer Carpet,Newer Paint,Patio,Refrigerator,Remodeled,Smoke Alarm,Self-Clean Oven,Smoke Free,Sprinkler,Tenant Occupied,Updated,Utility Shed,Wndw Cover,Wood Floors,W/W Carpet",Partial,Detach Singl Fam,,Tri-Lvl w/Bsmt,Vinyl Siding,Composition,Highland                 ,Euclid                   ,Littleton                ,LIT6,R-3,"Conventional,FHA,VA,Cash",,Chicago title,after DOD,renters personall property,No,No,Excl Agency,LOT 1 BLK 47 BROADWAY ESTATES 2ND FLG,East,South,"Forced Air, Gas",Public,Public,WILLIAM E FRITZ,BROKERS GUILD-CHERRY CREEK LTD,Individual,bf,BO,Yes,,39.598475,-104.97342,3,3,1788,1850,2404,142.34,137.57,80121,1,616,,1,1961,3000,2.8,2.8,1858,1500,0.25,10700,5,5,6500,2000,254000
Res,S,KIT CARSON,St,ARAP,SSC,"Garage,Attached","Air Cond-Central,Ceiling Fan,Cable Installed,Corner,No Covenants,Cook Top,Dbl Pane Wndw,Double Oven,Disposal,Dishwasher,Eating Sp/Kit,Formal Dining,Fence,Garage Dr,Gas Logs,Mstr Bathroom,Microwave Oven,Master Suite,Newer Paint,Park Addl Off St,Patio,Quick Poss,Refrigerator,Remodeled,Smoke Alarm,Self-Clean Oven,Smoke Free,Sprinkler,Updated,Utility Shed,Wood Floors,Work Shop,W/W Carpet",Partial,Detach Singl Fam,,Tri-Lvl w/Bsmt,Frame/Brick,Composition,Highland                 ,Euclid                   ,Littleton                ,LIT6,R-3,"Conventional,FHA,VA,Cash",,Meridian Title,Negotiable,"W/D, Curtains/Valances, Shelves in Girls BR,Tramp, Lamps in Mstr,Kids Coaster, Alarm",No,No,Excl Right,LOT 9 BLK 21 BROADWAY ESTATES 1ST FLG,East,South,"Forced Air, Gas",Public,Public,The Hunts,THE HUNTS REAL ESTATE GROUP,Individual,TH,BO,Yes,25,39.595357,-104.97583,3,3,1788,2350,2412,156.54,119.11,80121,1,624,3,1,1959,2500,2.8,2.8,1728,1000,0.23,10149,8,8,6996,0,279900
Res,S,LOGAN,St,ARAP,SSC,"Garage,Attached,Oversized","Cook Top,Deck,Disposal,Dishwasher,Eating Sp/Kit,Fence,Garage Dr,High Spd Access,Mstr Bathroom,Master Suite,Newer Paint,Refrigerator,Smoke Alarm,Smoke Free,Sprinkler,Storm Windows,Updated,Utility Shed,Wndw Cover,Wood Floors,Walk-In Closets,Work Shop,W/W Carpet",Partial,Detach Singl Fam,,Ranch/1 Story,Frame/Brick,Composition,Hopkins                  ,Euclid                   ,Heritage                 ,LIT6,R-3,"Conventional,FHA,VA,Cash",,FIDELITY NATIONAL TITLE COMPANY,NEGOTIABLE,ANTIQUE SHELF ON KITCHEN WALL,Yes,No,Excl Right,LOT 7 BLK 10 SOUTHWIND SUB 2ND FLG,East,South,"Forced Air, Gas",Public,Public,LAURIE ANDERSON,SIGNATURE PROPERTIES,Individual,LA,BO,Yes,18,39.587827,-104.983565,3,4,1387,2164,2524,194.66,124.77,80122,2,1137,,1,1961,3000,2.8,2.8,1786,400,0.36,15899,59,59,7100,0,285000
Res,S,DOGWOOD,Ave,ARAP,SSC,"Garage,Attached","Disposal,Dishwasher,Microwave Oven,Newer Carpet,Newer Paint,Quick Poss,Remodeled,Updated,Wood Floors",Partial,Detach Singl Fam,,Ranch/1 Story,Brick,Composition,Highland                 ,Euclid                   ,Littleton                ,LIT6,R-3,"Conventional,FHA,VA,Cash",,Chicago Title,DOD,NONE,No,No,Excl Agency,LOT 20 BLK 11 SOUTHWOOD ADD,East,South,"Forced Air, Gas",Public,Public,JOHN PARK,"MB LIBERTY ASSOCIATES, LLC",Individual,jp,BO,Yes,17,39.602945,-104.976372,2,3,1431,2200,2432,236.9,154.09,80121,2,1001,,1,1961,2500,2.8,2.8,2248,991,0.23,10018,69,147,6300,5728,339900
Res,S,PENNSYLVANIA,St,ARAP,SSC,"Garage,Attached","Attic Fan,Cable Available,Dbl Pane Wndw,Dog Run,Dishwasher,Formal Dining,Fence,Patio,Quick Poss,Refrigerator,Smoke Alarm,Solar/Hot Wtr,Sprinkler,Stove/Range/Ovn,Wndw Cover,Wood Floors",Full,Detach Singl Fam,,Ranch/1 Story,Frame/Brick,Composition,Highland                 ,Euclid                   ,Littleton                ,LIT6,R-3,"Conventional,FHA,VA,Cash",,RE/MAX ALLIANCE,DELIVERY OF DEED,NONE,Yes,No,Excl Right,LOT 17 BLK 7 BROADWAY ESTATES 1ST FLG,East,South,"Forced Air, Gas",Public,Public,John Campbell,RE/MAX CENTRAL ALLIANCE,Estate,CF,BO,Yes,12,39.59698868,-104.9812393,3,4,1640,2250,2870,133.54,97.33,80121,2,1230,3,,1957,3500,2.8,2.8,1553,500,,11151,0,0,6600,0,240000
Res,S,EUCLID,Ave,ARAP,SSC,"Garage,Attached","Agent Owner,No Covenants,Dbl Pane Wndw,Disposal,Dishwasher,Eating Sp/Kit,Fence,Microwave Oven,Newer Carpet,Newer Paint,Patio,Quick Poss,Refrigerator,Remodeled,Smoke Alarm,Stove/Range/Ovn,Tile Floor,Updated,Wood Floors,W/W Carpet",Full,Detach Singl Fam,,Ranch/1 Story,Frame,Composition,Highland                 ,Euclid                   ,Littleton                ,LIT6,R-3,"Conventional,FHA,VA,Cash",,First Integrity Title,After DOD & Funding,Home stagers furnishings & all curtains/rods currently in place,No,No,Excl Right,LOT 5 BLK 61 BROADWAY ESTATES 4TH FLG,East,South,"Baseboard, Gas",Public,Public,ANGELA FOX,THE BERKSHIRE GROUP,Corp/Trust,jm,BO,Yes,25,39.599003,-104.964786,2,5,1264,2528,2528,236.16,118.08,80121,1,1264,,,1963,3000,2.8,2.8,2082,2040,0.3,13285,117,117,6700,4000,299900
Res,S,PENNSYLVANIA,St,ARAP,SSC,"Garage,Detached,Oversized","Air Cond-Central,Attic Fan,Ceiling Fan,Cable Installed,No Covenants,Cook Top,Dbl Pane Wndw,Dog Run,Disposal,Dishwasher,Eating Sp/Kit,Formal Dining,Fence,Garden Area,Garage Dr,High Spd Access,Microwave Oven,Newer Paint,Patio,Refrigerator,Remodeled,Smoke Alarm,Self-Clean Oven,Smoke Free,Sprinkler,Stove/Range/Ovn,Tile Floor,Updated,Utility Shed,Wndw Cover,Wood Floors",Full,Detach Singl Fam,,Ranch/1 Story,Brick,Composition,Hopkins                  ,Euclid                   ,Heritage                 ,LIT6,R-3,"Conventional,FHA,VA,Cash",,Land Title,72 Hours after closing,"Playground set, safe in garage, washer/dryer, purple rosebush in front rocked area",No,No,Excl Agency,LOT 2 BLK 24 SOUTHWIND SUB 3RD FLG 1ST AMENDED,West,South,"Forced Air, Gas",Public,Public,CONNIE SMITH,MB CONNIE SMITH & ASSOCIATES,Individual,cs,BO,Yes,21,39.58514,-104.982338,2,4,1331,2268,2465,222.01,130.29,80122,3,1134,3,0,1961,3000,2.8,2.8,1797,7000,0.35,15463,2,2,6900,0,295500
Res,S,OGDEN,St,ARAP,SSC,"Garage,Attached","Attic Fan,No Covenants,Cook Top,Dbl Pane Wndw,Disposal,Dishwasher,Eating Sp/Kit,Formal Dining,Fence,Garden Area,Garage Dr,Microwave Oven,Patio,Smoke Alarm,Smoke Free,Sprinkler,Utility Shed,Wndw Cover,W/W Carpet",Full,Detach Singl Fam,,Ranch/1 Story,Brick,Composition,Highland                 ,Euclid                   ,Littleton                ,LIT6,R-3,"Conventional,FHA,VA,Cash",,"RE/MAX MASTERS, INC.",NEGOTIABLE,"WASHER, DRYER, REFRIGERATOR",No,No,Excl Right,LOT 4 BLK 43 BROADWAY ESTATES 2ND FLG,East,South,"Forced Air, Gas",Public,Public,SUZY F. PENDERGRAFT,RE/MAX MASTERS INC,Individual,Kf,BO,Yes,11,39.599507,-104.975988,2,4,1188,2048,2376,198.82,115.33,80121,1,1188,3,1,1961,2000,2.8,2.8,1641,1100,0.23,10019,4,4,6500,2500,243000
Res,S,WASHINGTON,St,ARAP,SSC,Garage,"Air Cond-Central,Cable Available,Ceiling Fan,Covered Patio,Dryer,Dishwasher,Eating Sp/Kit,Mother Apt,Microwave Oven,Newer Paint,Pet Free,Patio,Refrigerator,Remodeled,RV Parking,Smoke Alarm,Self-Clean Oven,Smoke Free,Skylights,Stove/Range/Ovn,Tile Floor,Updated,Utility Shed,Washer,Wood Floors",Full,Detach Singl Fam,,Ranch/1 Story,Frame/Brick,Composition,Highland                 ,Euclid                   ,Littleton                ,LIT6,R-3,"Conventional,FHA,VA,Cash",,First Integrity Title,to be arranged,none,No,No,Excl Right,LOT 15 BLK 18 BROADWAY ESTATES 1ST FLG,East,South,"Forced Air, Gas",Public,Public,Marilyn Macadam,MSM PROPERTY BROKERS,Individual,hm,BO,Yes,18,39.595849,-104.978258,2,5,1092,2184,1092,250.82,125.41,80121,1,,3,,1959,3000,2.5,2.5,1730,800,0.21,9104,5,5,6673,5000,268900
Res,S,GEDDES,Ave,ARAP,SSC,"Garage,Attached","Air Cond-Central,Backs to Greenbt,Backs to Open Sp,Cable Available,Ceiling Fan,Dbl Pane Wndw,Disposal,Dishwasher,Eating Sp/Kit,Formal Dining,Fence,Garage Dr,Great Room,Landscaped Pro,Microwave Oven,Newer Carpet,Newer Paint,Park Addl Off St,Patio,Refrigerator,Remodeled,Self-Clean Oven,Sprinkler,Stove/Range/Ovn,Tile Floor,Updated,View Mountains,Wet Bar,Wndw Cover,Wood Floors,Walk-In Closets",Full,Detach Singl Fam,,Ranch/1 Story,Brick,Composition,Hopkins                  ,Euclid                   ,Heritage                 ,LIT6,R-3,"Conventional,FHA,VA,Cash",,TRINITY TITLE,NEGOTIABLE,NONE,No,No,Excl Right,LOT 4 BLK 8 SOUTHWIND SUB 1ST FLG,East,South,"Forced Air, Gas",Public,Public,DARREN FOGEL,MB DENVER COLORADO REALTY,Individual,DM,BO,Yes,20,39.584394,-104.98711,2,5,1600,2684,2784,191.25,114.01,80122,1,1184,3,1,1959,2500,2.8,2.8,1753,110,,8799,15,15,7300,4315,315000
Res,S,GEDDES,Ave,ARAP,SSC,"Garage,Attached","Air Cond-Central,Ceiling Fan,Cable Installed,No Covenants,Dbl Pane Wndw,Disposal,Dishwasher,Eating Sp/Kit,Formal Dining,Fence,Garage Dr,Gas Logs,Humidifier,Microwave Oven,Patio,Quick Poss,Smoke Alarm,Sprinkler,Stove/Range/Ovn,Utility Shed,Vaulted Ceiling,Wndw Cover,Wood Floors",Full,Detach Singl Fam,,Ranch/1 Story,Frame/Brick,Composition,Hopkins                  ,Euclid                   ,Heritage                 ,LIT6,R-3,"Conventional,FHA,Cash",,GUARDIAN TITLE,24 HOURS AFTER CLOSING,NONE,No,No,Excl Right,58550-08A-003 LOT 3 BLK 8A SOUTHWIND SUB 2ND FLG,East,South,"Forced Air, Gas",Public,Public,KRYSTINA PRIEBE,Realty Pro Metro Denver,Individual,LR,BO,Yes,9,39.58438492,-104.9849091,2,4,1452,2047,2642,168.39,119.44,80122,2,1190,,1,1960,1500,2.8,2.8,1738,300,0.23,9844,21,21,7300,0,244500
Res,S,BRIDGER,Ct,ARAP,SSC,"Garage,Attached,Off Street","Cable Available,Corner,No Covenants,Covered Patio,Dryer,Disposal,Dishwasher,Eating Sp/Kit,Formal Dining,Fence,Garden Area,Garage Dr,High Spd Access,Newer Paint,Park Addl Off St,Pet Free,Quick Poss,RV Parking,Smoke Alarm,Smoke Free,Stove/Range/Ovn,Utility Shed,View Mountains,Wood Floors,Work Shop",Full,Detach Singl Fam,,Ranch/1 Story,Brick,Composition,Highland                 ,Euclid                   ,Littleton                ,LIT6,R-3,"Conventional,FHA,VA,Cash",,ENTERPRISE TITLE,DELIVERY OF DEED,NONE,No,No,Excl Agency,LOT 22 & NLY 5 FT OF 21 BLK 1 BROADWAY ESTATES 1ST FLG,East,South,"Forced Air, Gas",Public,Public,MARLENE ALDRICH,ERA HERMAN GROUP,Individual,BO,BO,Yes,14,39.597547,-104.987415,2,3,1188,1663,2376,214.65,153.34,80121,4,1188,,2,1959,2000,2.8,2.8,1865,0,0.25,10800,114,114,6400,0,264700
Res,S,APPLEWOOD,Ave,ARAP,SSC,"Garage,Attached","No Covenants,Dbl Pane Wndw,Dryer,Disposal,Dishwasher,Eating Sp/Kit,Formal Dining,Fence,Fireplace Insert,Garage Dr,Landscaped Pro,Mstr Bathroom,Newer Carpet,Newer Paint,Pet Free,Patio,Quick Poss,Refrigerator,Smoke Alarm,Self-Clean Oven,Smoke Free,Sprinkler,Tile Floor,Updated,Wndw Cover,Wood Floors,Walk-In Closets",Full,Detach Singl Fam,,Ranch/1 Story,Brick,Composition,Highland                 ,Euclid                   ,Littleton                ,LIT6,R-3,"Conventional,FHA,VA,Cash",,"Assured Title Agency, LLC",72 Hrs. after Delivery of Deed,Curtain Rods & Draperies in Family Room & Master Bedroom,No,No,Excl Agency,LOT 21 BLK 9 SOUTHWOOD ADD RESUB OF PTS OF BLKS 9-10,East,South,"Forced Air, Gas",Public,Public,CONRAD W STELLER,KELLER WILLIAMS DTC,Individual,CB,BO,Yes,25,39.604568,-104.976084,3,4,1204,2287,2408,232.56,122.43,80121,1,1204,,1,1960,3000,2.8,2.8,1834,800,0.21,8973,3,3,6200,5000,289900
Res,S,PENNSYLVANIA,St,ARAP,SSC,Off Street,"Cable Available,Ceiling Fan,Cable Installed,No Covenants,Covered Patio,Dbl Pane Wndw,Dryer,Disposal,Dishwasher,Formal Dining,Fence,High Spd Access,Mstr Bathroom,Microwave Oven,Newer Paint,Patio,Quick Poss,Refrigerator,Stove/Range/Ovn,Washer,Wood Floors",Full,Detach Singl Fam,,Ranch/1 Story,Brick,Composition,Hopkins                  ,Euclid                   ,Heritage                 ,LIT6,R-3,"Conventional,FHA,VA,Cash",,Leonard Leonard & Associates,negotiable,Sellers personal belongings,Yes,No,Excl Right,LOT 8 BLK 5 VISTA VERDE ESTATES,East,South,"Forced Air, Gas",Public,Public,ASHLIE M WOODS,LEONARD LEONARD & ASSOCIATES,Individual,AW,BO,Yes,17,39.59341431,-104.9803391,3,5,1144,1900,2288,227.27,136.84,80122,2,1144,,1,1960,2500,2.8,2.8,1563,500,,9408,21,21,6800,5500,264000
